""	"D24_1"	"D24_2"	"D24_3"	"C24_1"	"C24_2"	"C24_3"	"D45_1"	"D45_2"	"D45_3"	"C45_1"	"C45_2"	"C45_3"
"SCO6816"	7.08865603003219	7.24097663691518	7.16458061907396	7.09076659755313	7.1388534763213	7.22580626648546	8.42382743889676	8.15159004497731	8.03515748190873	7.46506701630545	7.60670069903999	7.60728116287943
"SCO6817"	7.1087583511124	6.96653061852154	7.03075735730579	6.74018611164386	6.91211731997122	7.00473940044296	7.49054599407871	7.33863130694418	7.26008157083547	7.02637796787665	6.92147671453253	7.1330068024288
"SCO6818"	7.47438318643151	7.38293002689539	7.30999553780326	7.43129979629798	7.26206294758301	7.48312625583422	8.22939016718244	8.14205897296493	7.96260450438298	7.61478761854249	7.59803819781879	7.57689995350964
"SCO6819"	7.41075630916401	7.27482366481623	7.22254217895737	7.35913929987512	7.40660782698767	7.53449249887928	8.07360253261914	7.85615023629282	7.71763402820887	7.61478761854249	7.60670069903999	7.37003554842985
"SCO6820"	7.21801320526429	7.57685386346651	7.44673426240567	7.40792038600731	7.38745740418804	7.55426785078333	8.28651128772161	8.14683396913625	8.05836546876582	7.55352002401307	7.66529051452013	7.68628957706191
"SCO6821"	7.37019722094639	7.33836450117842	7.3581175183703	7.44275754425142	7.46163259889832	7.63852276681899	8.35704308584915	8.40768503252747	8.22131670387663	7.61478761854249	7.73593371409529	7.8098477587754
"SCO6822"	7.26690053445556	7.22345756111536	7.3581175183703	7.3072817092578	7.20312735280877	7.35841946839211	7.64033329770769	7.81869296758975	7.74236472538665	7.25530068342174	7.41609987789884	7.37003554842985
"SCO6823"	10.0190052815292	10.0133033071282	10.0196301581081	10.0766221073626	10.1060546223289	10.1181766975515	9.34062587894921	9.09026739751718	9.16596099936301	9.60412835868897	9.56671945380767	9.79534214995595
"SCO6824"	7.54522841649936	7.56512597974785	7.29328663791076	7.47626436479051	7.51344871897027	7.58317715554686	7.67920658783064	7.63901686652089	7.47006536801159	7.54291496556729	7.41609987789884	7.37970320061545
"SCO6825"	7.32755444808778	7.32295140584353	7.3581175183703	7.19178059631405	7.09709267733313	7.1330389555263	7.32495494962659	7.3995826200939	7.33935751495711	7.00474213478295	6.92147671453253	7.09157496691774
"SCO6826"	6.97651092017043	6.80858425194576	7.05517514492212	6.94689614885897	6.89149658780671	7.04428703508115	7.82149289828758	7.81232215544963	7.68586164257355	7.12406238130739	7.34989120487924	7.36025405272802
"SCO6827"	7.52221337551036	7.4113724129086	7.50117848729828	7.38388402513896	7.57830279985303	7.40588459773295	10.127788329906	10.2608067697649	9.90940860106392	8.54091050276104	8.80505895204031	8.78727377272885
"SCO6828"	9.82607168445531	9.78886329073725	9.91700390445059	9.6943910927233	9.98541237844813	10.1481622967124	10.9170303615223	10.8350062917858	10.7992070825416	10.3239591978677	10.4815528471086	10.3262852942252
"SCO6829"	8.68043015858822	8.71416077032773	8.63007194246506	8.40021423844497	8.33071380860546	8.23123921399371	9.83799241375878	9.55296140663727	9.63742604684947	8.81654855388367	8.77000688706174	8.60689355362661
"SCO6830"	8.00415279218101	8.05417111369312	7.76524184157937	7.99397962733744	8.07872835060849	8.16067167603617	8.70996250572079	8.72738858026559	8.59043172443562	8.49568119445613	8.46232287099131	8.60689355362661
"SCO6831"	6.71354563270201	6.66745257911446	6.67288883986645	6.74018611164386	6.76980331798549	6.73564529015258	9.11893839328124	9.04331237107333	8.98212712403616	7.87540293368647	7.85083557290694	7.9800597732685
"SCO6832"	7.35622849568301	7.33836450117842	7.25874546452324	7.29377206459251	7.33756789179214	7.42865762284723	10.2618079059812	10.1738029678299	9.92884240851779	8.60169554633299	8.86051142920782	8.72211030706482
"SCO6833"	7.20096258678957	7.14872683631233	7.32635812633437	7.22239105684468	7.17813272179156	7.21117212393804	8.08024028350668	8.05780888670854	8.07207256284359	7.79549707814901	7.64060368368333	7.63674347020184
"SCO6834"	7.83834473368392	8.02394947366984	7.84314915106347	7.64614580966778	7.91530376903276	7.94680296408236	8.68564228843169	8.56372026470329	8.59939319612656	8.16625565546911	8.30145659290973	8.15564530124459
"SCO6835"	7.2978163979945	7.47864188014834	7.84314915106347	7.63694111537532	7.46163259889832	7.65630077668328	8.49203494796451	8.40768503252747	8.45135160218954	7.70911759536513	7.88437286729153	7.82205201013985
"SCO6836"	7.46201980967663	7.42524636574118	7.38869583188604	7.32056353376205	7.42533853631271	7.39426697878891	8.17559942222626	8.34438216564645	8.27238423426322	7.80375875507752	7.4775718900384	7.72691247841211
"SCO6837"	7.84682749812994	7.76717286618078	7.86177870851091	7.90436408959339	7.85712206038508	7.94680296408236	8.60553071098739	8.4605968486995	8.33247349397059	8.03328450409058	8.07260163789801	7.95343001498337
"SCO6838"	7.4986117758065	7.42524636574118	7.58933148876141	7.41968924299807	7.46163259889832	7.76484088860844	8.08024028350668	7.81869296758975	7.8469982546681	7.75319697736489	7.87108041273964	7.85197384988143
"SCO6839"	7.12824643545037	7.10802872984769	7.18443760478472	7.14319208786569	7.003946464849	7.06309240657306	7.90168074521895	7.68335171157245	7.73007307269227	7.24015607247224	7.43707221593777	7.37970320061545
"SCO6840"	7.12824643545037	7.14872683631233	7.12302748500355	7.22239105684468	7.21530157829972	7.24015227974337	8.60553071098739	8.54651661525429	8.40027538498004	7.41735089992986	7.37254774264845	7.59977483476213
"SCO6841"	7.82117773691379	7.70761517523811	7.73448610080415	7.69094124340755	7.668062228653	7.64745144493066	8.56131470450393	8.54304837719178	8.66046480375745	7.91327352508366	7.8091807967275	7.99054017253249
"SCO6842"	6.92426022860488	6.80858425194576	6.97851330039218	6.87050390501296	6.95085841819577	7.02485696938302	7.31074348009683	7.38972819909996	7.20597473449618	7.02637796787665	7.05856297203294	7.04719099848767
"SCO6843"	6.66043943324375	6.59608002384877	6.77578515872407	6.81099077988861	6.66864360199165	6.77232911137851	6.91474618390552	6.82825327144993	6.8514704415679	6.85131556775788	6.72470566310595	6.73712247649639
"SCO6844"	6.79755257856385	6.66745257911446	6.59993105397474	6.69788487723141	6.70646654275663	6.73564529015258	6.94104872452247	6.85263595463039	7.01153256673902	6.58565770091736	6.72470566310595	6.76692916067486
"SCO6845"	6.4234206960654	6.4234206960654	6.59993105397474	6.4234206960654	6.66864360199165	6.4234206960654	6.79041510196847	6.95766487798518	6.8514704415679	6.70412851384864	6.79208491677736	6.62205727786081
"SCO6846"	6.66043943324375	6.66745257911446	6.77578515872407	6.87050390501296	6.66864360199165	6.57976131828887	7.77906106596087	7.6314323508446	7.68586164257355	6.90810560035889	6.82144438085857	6.84363838579784
"SCO6847"	6.4234206960654	6.4234206960654	6.67288883986645	6.4234206960654	6.56511374893089	6.57976131828887	7.15163479517335	7.22537977579127	7.30072307164275	6.58565770091736	6.63665453544692	6.70411424634548
"SCO6848"	6.59111238278648	6.4234206960654	6.67288883986645	6.4234206960654	6.66864360199165	6.64441180775957	6.96602646248119	7.16151220013332	6.91094168849784	6.74738461442605	6.57426834626731	6.62205727786081
"SCO6849"	6.97651092017043	6.84509779107363	6.95034839518703	6.89738943064414	6.93187212452107	6.86411972791247	7.46703810678516	7.43790398856093	7.50185406503236	6.93405982457864	6.98455434257528	6.84363838579784
"SCO6850"	6.75824098974302	6.59608002384877	6.72876608319285	6.69788487723141	6.62372455989661	6.77232911137851	6.94104872452247	6.80226115399413	6.92916223863123	6.65273789857179	6.82144438085857	6.62205727786081
"SCO6851"	6.89587744655309	6.72212013194534	6.4234206960654	6.58204183138879	6.70646654275663	6.4234206960654	6.85719036246612	6.82825327144993	6.8514704415679	6.58565770091736	6.84873481960919	6.62205727786081
"SCO6852"	7.39745156801505	7.4113724129086	7.30999553780326	7.32056353376205	7.32721400700818	7.00473940044296	7.33891834453093	7.36966624603368	7.55496649443517	7.06735224629641	7.07568049007461	7.17197870992327
"SCO6853"	6.75824098974302	6.96653061852154	6.85444588193158	6.84183621034251	6.84714610246029	6.77232911137851	6.94104872452247	6.85263595463039	6.94672397359555	6.74738461442605	6.68445929468524	6.62205727786081
"SCO6854"	7.26690053445556	7.47864188014834	7.32635812633437	7.40792038600731	7.40660782698767	7.08132680585719	7.07611126475794	7.36966624603368	7.27044582225735	7.27014568201463	7.18410403492128	7.22073806945334
"SCO6855"	6.71354563270201	6.66745257911446	6.72876608319285	6.69788487723141	6.76980331798549	6.57976131828887	6.88689303886898	6.80226115399413	6.94672397359555	6.74738461442605	6.63665453544692	6.62205727786081
"SCO6856"	6.75824098974302	6.66745257911446	6.72876608319285	6.74018611164386	6.56511374893089	6.4234206960654	6.94104872452247	6.71014853269825	6.80655898796906	6.65273789857179	6.63665453544692	6.4234206960654
"SCO6857"	6.66043943324375	6.80858425194576	6.81713319758144	6.84183621034251	6.56511374893089	6.64441180775957	6.88689303886898	6.85263595463039	6.92916223863123	6.78543433850639	6.87433225090131	6.70411424634548
"SCO6858"	6.59111238278648	6.72212013194534	6.81713319758144	6.77739844074747	6.70646654275663	6.73564529015258	6.82522783950826	6.80226115399413	6.80655898796906	6.74738461442605	6.92147671453253	6.73712247649639
"SCO6859"	6.66043943324375	6.72212013194534	6.72876608319285	6.84183621034251	6.56511374893089	6.69394660373371	6.94104872452247	7.02822530474391	6.94672397359555	6.74738461442605	6.84873481960919	6.90808111749919
"SCO6860"	6.4234206960654	6.84509779107363	6.92051616668132	6.69788487723141	6.8230711865949	6.73564529015258	6.70799883895297	6.89755137938437	6.80655898796906	6.81978028174295	6.68445929468524	6.79430714585324
"SCO6861"	8.64582691911153	8.58930550194422	8.39941761880758	8.30675059500814	8.31056713904472	8.50908312507441	8.79174132101524	8.87848310936837	8.78771391357333	8.15421232961932	8.36034260714329	8.2556656540235
"SCO6862"	8.35747686233698	8.51442434741719	8.20256315907847	8.23310255220228	8.28595302668712	8.25733025553896	7.92464519163246	7.83132286859239	7.86349051909073	7.63438003124053	7.58929758371749	7.89253569651248
"SCO6863"	6.66043943324375	6.4234206960654	6.67288883986645	6.69788487723141	6.4234206960654	6.64441180775957	7.11498241605276	7.0759033400115	7.01153256673902	6.70412851384864	6.57426834626731	6.81976019866291
"SCO6864"	7.52221337551036	7.633447766508	7.62475386761437	7.59923747308806	7.50501521906554	7.63852276681899	8.09993248506361	7.89829025076896	8.04449611355509	7.3924699092667	7.65712913936965	7.35035506059243
"SCO6865"	6.71354563270201	6.76812494976429	6.77578515872407	6.74018611164386	6.95085841819577	6.69394660373371	7.23549614533819	7.43790398856093	7.30072307164275	6.93405982457864	6.94339144277017	6.94650892884461
"SCO6866"	6.66043943324375	6.4234206960654	6.67288883986645	6.4234206960654	6.4234206960654	6.4234206960654	7.13356390038183	7.06043207126004	6.99605215044953	6.74738461442605	6.87433225090131	6.79430714585324
"SCO6867"	6.71354563270201	6.66745257911446	6.59993105397474	6.77739844074747	6.56511374893089	6.73564529015258	6.82522783950826	6.67183616638916	6.91094168849784	6.74738461442605	6.68445929468524	6.66660403452482
"SCO6868"	7.08865603003219	6.90976043031253	6.81713319758144	6.81099077988861	6.79740793457136	6.96213036831563	7.21949671688525	6.97619356416157	7.12250138998818	6.95870781047618	7.09233150180999	7.04719099848767
"SCO6869"	6.71354563270201	6.72212013194534	6.59993105397474	6.58204183138879	6.73974931198323	6.4234206960654	6.88689303886898	6.87566973447317	6.91094168849784	6.88062245092124	6.87433225090131	6.62205727786081
"SCO6870"	6.4234206960654	6.72212013194534	6.59993105397474	6.64763215684853	6.70646654275663	6.69394660373371	6.91474618390552	6.87566973447317	6.80655898796906	6.58565770091736	6.84873481960919	6.79430714585324
"SCO6871"	6.4234206960654	6.76812494976429	6.77578515872407	6.64763215684853	6.73974931198323	6.4234206960654	7.05571617297575	6.97619356416157	6.96369122502048	6.93405982457864	6.68445929468524	6.79430714585324
"SCO6872"	6.71354563270201	6.59608002384877	6.67288883986645	6.64763215684853	6.62372455989661	6.4234206960654	7.01267380301504	6.82825327144993	6.80655898796906	6.58565770091736	6.4234206960654	6.66660403452482
"SCO6873"	6.4234206960654	6.66745257911446	6.4234206960654	6.4234206960654	6.4234206960654	6.4234206960654	6.85719036246612	6.74386092697397	6.69473722567711	6.70412851384864	6.4234206960654	6.56393339587259
"SCO6874"	6.59111238278648	6.59608002384877	6.4234206960654	6.4234206960654	6.56511374893089	6.4234206960654	6.85719036246612	6.85263595463039	6.82965213643272	6.85131556775788	6.76011535277647	6.66660403452482
"SCO6875"	6.66043943324375	6.59608002384877	6.4234206960654	6.4234206960654	6.56511374893089	6.4234206960654	6.4234206960654	6.62633444718962	6.72665054770782	6.81978028174295	6.63665453544692	6.56393339587259
"SCO6876"	6.79755257856385	6.76812494976429	6.97851330039218	6.94689614885897	6.84714610246029	6.69394660373371	7.11498241605276	6.91843382808647	6.99605215044953	6.78543433850639	6.94339144277017	6.9991701237375
"SCO6877"	6.4234206960654	6.66745257911446	6.59993105397474	6.77739844074747	6.89149658780671	6.77232911137851	6.94104872452247	6.99409286368857	6.98011843195165	6.65273789857179	6.76011535277647	6.79430714585324
"SCO6878"	6.97651092017043	7.12869441723613	6.85444588193158	7.0335110951077	7.003946464849	6.96213036831563	7.20313568022152	7.12012438405004	6.94672397359555	7.00474213478295	6.96438272099502	6.94650892884461
"SCO6879"	6.4234206960654	6.4234206960654	6.4234206960654	6.4234206960654	6.56511374893089	6.57976131828887	6.65590303950917	6.67183616638916	6.72665054770782	6.65273789857179	6.63665453544692	6.62205727786081
"SCO6880"	6.66043943324375	6.59608002384877	6.59993105397474	6.84183621034251	6.66864360199165	6.69394660373371	7.15163479517335	7.0759033400115	6.87219998133295	6.74738461442605	6.76011535277647	6.76692916067486
"SCO6881"	7.65265607487568	7.56512597974785	7.58933148876141	7.61827055934499	7.4436730119072	7.47249609414864	7.3661453122744	7.34910752576805	7.42014920535648	7.24015607247224	7.44737222486568	7.41730213583709
"SCO6882"	6.59111238278648	6.4234206960654	6.59993105397474	6.4234206960654	6.66864360199165	6.4234206960654	6.70799883895297	6.87566973447317	6.75547072787599	6.65273789857179	6.57426834626731	6.86619669784249
"SCO6883"	6.4234206960654	6.72212013194534	6.4234206960654	6.74018611164386	6.4234206960654	6.69394660373371	6.79041510196847	6.87566973447317	6.75547072787599	6.90810560035889	6.63665453544692	6.62205727786081
"SCO6884"	6.71354563270201	6.80858425194576	6.88869554905993	6.77739844074747	6.66864360199165	6.69394660373371	7.18638960708241	7.04455020750162	7.17144055484788	6.85131556775788	7.00399189199242	7.09157496691774
"SCO6885"	6.59111238278648	6.66745257911446	6.59993105397474	6.74018611164386	6.66864360199165	6.77232911137851	6.88689303886898	6.82825327144993	6.78194460758801	6.88062245092124	6.72470566310595	6.73712247649639
"SCO6886"	6.66043943324375	6.76812494976429	6.59993105397474	6.4234206960654	6.84714610246029	6.73564529015258	6.91474618390552	6.74386092697397	6.75547072787599	6.70412851384864	6.68445929468524	6.73712247649639
"SCO6887"	6.71354563270201	6.80858425194576	6.67288883986645	6.58204183138879	6.70646654275663	6.64441180775957	6.65590303950917	6.71014853269825	6.91094168849784	6.4234206960654	6.72470566310595	6.62205727786081
"SCO6888"	6.97651092017043	6.87861651621777	6.95034839518703	6.84183621034251	6.8698898320473	7.16536751400574	6.94104872452247	7.09099265049794	7.10967641598504	6.65273789857179	6.87433225090131	6.9991701237375
"SCO6889"	7.12824643545037	7.08667031617381	7.10121800616702	6.89738943064414	7.03666737529591	6.9156639269242	7.13356390038183	7.30635827382336	7.20597473449618	7.08683297686564	7.18410403492128	7.23242592042277
"SCO6890"	6.4234206960654	6.59608002384877	6.4234206960654	6.64763215684853	6.4234206960654	6.4234206960654	6.91474618390552	6.85263595463039	6.8514704415679	6.58565770091736	6.57426834626731	6.56393339587259
"SCO6891"	6.71354563270201	6.72212013194534	6.81713319758144	6.94689614885897	6.70646654275663	6.80544574758053	6.94104872452247	6.89755137938437	6.80655898796906	6.65273789857179	6.76011535277647	6.62205727786081
"SCO6892"	6.92426022860488	6.9389604733001	6.92051616668132	7.09076659755313	7.02054373996142	7.04428703508115	6.98985492976254	7.13420987978605	7.183142463609	7.00474213478295	7.13980741207754	6.90808111749919
"SCO6893"	6.97651092017043	7.08667031617381	6.97851330039218	6.96990420707694	7.02054373996142	7.00473940044296	7.23549614533819	6.93843876012046	7.32987265625052	6.90810560035889	6.98455434257528	7.09157496691774
"SCO6894"	7.02403530891431	6.72212013194534	6.88869554905993	6.81099077988861	6.8230711865949	6.86411972791247	7.21949671688525	6.99409286368857	7.06956018157572	6.70412851384864	6.82144438085857	6.88762771495142
"SCO6895"	6.4234206960654	6.4234206960654	6.4234206960654	6.4234206960654	6.4234206960654	6.57976131828887	6.91474618390552	6.91843382808647	6.8514704415679	6.90810560035889	6.76011535277647	6.70411424634548
"SCO6896"	6.95106129673953	6.80858425194576	6.92051616668132	6.74018611164386	6.89149658780671	7.04428703508115	7.25115508621412	7.21305809466778	7.37623162299315	7.10572029976136	7.34989120487924	7.17197870992327
"SCO6897"	6.66043943324375	6.4234206960654	6.67288883986645	6.58204183138879	6.4234206960654	6.4234206960654	6.70799883895297	6.62633444718962	6.4234206960654	6.65273789857179	6.4234206960654	6.4234206960654
"SCO6898"	6.66043943324375	6.66745257911446	6.77578515872407	6.4234206960654	6.56511374893089	6.57976131828887	7.11498241605276	7.04455020750162	6.89198537797285	6.78543433850639	6.57426834626731	6.56393339587259
"SCO6899"	7.00078810838365	7.36834036512845	7.48787304989563	7.39598738465282	7.37771680320404	7.16536751400574	7.94714922945046	7.9944732503647	7.82461299336993	7.62463260095288	7.67338615086055	7.67935919220589
"SCO6900"	6.66043943324375	6.76812494976429	6.4234206960654	6.4234206960654	6.4234206960654	6.69394660373371	6.88689303886898	6.80226115399413	6.75547072787599	6.4234206960654	6.4234206960654	6.4234206960654
"SCO6901"	6.79755257856385	6.84509779107363	6.67288883986645	6.69788487723141	6.73974931198323	6.86411972791247	7.15163479517335	6.95766487798518	7.15953599199947	6.85131556775788	6.76011535277647	6.81976019866291
"SCO6902"	6.4234206960654	6.76812494976429	6.67288883986645	6.69788487723141	6.4234206960654	6.86411972791247	6.4234206960654	6.91843382808647	6.8514704415679	6.81978028174295	6.72470566310595	6.73712247649639
"SCO6903"	6.75824098974302	6.76812494976429	6.67288883986645	6.69788487723141	6.73974931198323	6.64441180775957	6.96602646248119	6.82825327144993	6.80655898796906	6.93405982457864	6.87433225090131	6.86619669784249
"SCO6904"	7.04636809172478	7.14872683631233	7.12302748500355	7.09076659755313	7.03666737529591	6.86411972791247	7.26649265972775	7.12012438405004	7.22809911096841	7.20889776894865	6.94339144277017	6.98219452477416
"SCO6905"	8.21843312153679	8.22738056279934	8.15338912291586	7.93967697382337	7.92658370383801	7.9601473235361	7.54679884478371	7.6314323508446	7.59822608177032	7.66306063700896	7.64060368368333	7.7975032807575
"SCO6906"	10.7360393089536	10.6458292547066	10.6204956903733	10.67573929326	10.5450909771575	10.6317093202335	9.65832916144367	9.59694698616224	9.72267943430652	9.88932793947052	9.90186214708554	9.86948747772279
"SCO6907"	7.12824643545037	7.16817732458395	6.88869554905993	7.07227924343088	7.08253986157967	7.11626219437888	7.21949671688525	7.06043207126004	7.1946509957085	7.12406238130739	7.09233150180999	7.11949076924743
"SCO6908"	8.97089718644034	8.98490832691983	9.06641514192203	9.00438892416575	8.95826486998553	8.93840837633764	8.40365093091305	8.25176000114668	8.31772079335667	8.5673092916254	8.52605394533646	8.70457295026487
"SCO6909"	7.48657856498777	7.24097663691518	7.2762108542723	7.32056353376205	7.37771680320404	7.1809718418219	7.65019412411369	7.67609699601537	7.75451324308073	7.58464163330624	7.68938542153724	7.85786083891707
"SCO6910"	7.77702162492562	7.79573107085398	7.82419532006341	7.86045475469278	7.79567262189849	7.83389454258223	7.44289451343259	7.40932412603281	7.43710533038393	7.37975025087148	7.39460377296907	7.43550089900567
"SCO6913"	7.2978163979945	7.4113724129086	7.3581175183703	7.35913929987512	7.4436730119072	7.41734634065538	7.66962846910298	7.7327410909676	7.68586164257355	7.49924499921032	7.44737222486568	7.63674347020184
"SCO6914"	7.04636809172478	7.04158467927721	7.00525343122344	7.05321224971545	6.96915652231911	7.02485696938302	7.09584781989601	7.33863130694418	7.28067089344531	7.02637796787665	7.04094002485749	7.07713730300753
"SCO6915"	7.4367638942653	7.38293002689539	7.50117848729828	7.39598738465282	7.41602412491704	7.41734634065538	7.51346010605241	7.55215173730251	7.50185406503236	7.27014568201463	7.32658835207643	7.40805688911543
"SCO6916"	7.66277922713732	7.62238839514313	7.71346559716255	7.22239105684468	7.03666737529591	7.1330389555263	7.78768334340738	7.89829025076896	7.89043933023066	7.19274440194188	7.2651433182557	7.10568614545937
"SCO6917"	8.93959314677198	8.92967988459109	8.99344879971451	8.2652051666466	8.17774880736577	8.16067167603617	9.19122449301117	9.18178331849384	9.13831119705701	8.1235646646451	8.15901851114402	8.20014560350759
"SCO6918"	7.26690053445556	7.49150575446375	7.12302748500355	7.3072817092578	7.40660782698767	7.308044935146	7.46703810678516	7.3995826200939	7.3940723878796	7.42952624858651	7.52576333553663	7.55346517941176
"SCO6919"	6.97651092017043	6.96653061852154	7.03075735730579	6.99193976291012	7.03666737529591	7.02485696938302	6.91474618390552	7.09099265049794	7.06956018157572	6.88062245092124	7.09233150180999	6.92767599022987
"SCO6920"	6.79755257856385	6.84509779107363	6.81713319758144	6.87050390501296	6.8230711865949	6.86411972791247	6.70799883895297	7.01142036101591	6.89198537797285	6.90810560035889	6.63665453544692	6.81976019866291
"SCO6921"	6.66043943324375	6.76812494976429	6.72876608319285	6.89738943064414	6.73974931198323	6.77232911137851	7.15163479517335	7.01142036101591	6.99605215044953	6.81978028174295	6.89851058738194	6.66660403452482
"SCO6922"	6.75824098974302	6.76812494976429	6.59993105397474	6.74018611164386	6.79740793457136	6.64441180775957	6.79041510196847	6.93843876012046	6.72665054770782	6.70412851384864	6.84873481960919	6.81976019866291
"SCO6923"	7.1087583511124	6.76812494976429	7.00525343122344	6.89738943064414	7.0523538879867	7.00473940044296	7.07611126475794	7.09099265049794	6.98011843195165	6.98222266555937	7.00399189199242	6.90808111749919
"SCO6924"	7.0678817644745	7.01767715715828	7.03075735730579	6.96990420707694	6.93187212452107	6.9156639269242	7.21949671688525	7.45645014082112	7.1946509957085	7.14190115034034	7.10855013731491	7.14625050466255
"SCO6925"	6.66043943324375	6.66745257911446	6.72876608319285	6.4234206960654	6.56511374893089	6.4234206960654	6.98985492976254	7.06043207126004	7.14741872205018	6.85131556775788	6.89851058738194	6.84363838579784
"SCO6926"	6.97651092017043	6.99270804915769	7.00525343122344	6.77739844074747	7.17813272179156	6.98386011658311	7.82149289828758	7.98357135560391	7.85252335301083	7.68173496650771	7.71292277381194	7.82205201013985
"SCO6927"	8.43714249146147	8.27795881193229	8.46804571205402	8.3714425163863	8.22654027033123	8.17732461687475	9.10401447793969	9.1839412427013	9.19306754136491	8.25296130339498	8.37791925841077	8.34428364875589
"SCO6928"	8.82203303575989	8.77875241662565	8.85551074639098	9.01931455321647	8.87921660965826	8.91369976703687	8.81421556789106	8.84573236825049	8.90152832662662	9.18404461027735	8.88740404328499	9.05023796553257
"SCO6929"	7.14717010721239	7.16817732458395	7.20374475895492	7.23722312662043	7.12523037446706	7.19623336381611	7.51346010605241	7.42848168810544	7.22809911096841	7.15927337612092	6.92147671453253	7.04719099848767
"SCO6930"	7.68272480457422	7.81435370953389	7.75508991810682	7.69094124340755	7.57043538934834	7.58317715554686	8.01210562004324	8.3321500932393	8.20922352969139	7.35371386852856	7.56258847366191	7.49639329019879
"SCO6931"	7.04636809172478	7.22345756111536	7.03075735730579	7.09076659755313	7.12523037446706	7.14939814494188	6.79041510196847	7.04455020750162	6.75547072787599	6.98222266555937	6.79208491677736	6.96465957707363
"SCO6932"	7.32755444808778	7.30723494747774	7.3581175183703	7.20724968583699	7.37771680320404	7.16536751400574	7.16923239080884	6.99409286368857	7.10967641598504	7.06735224629641	7.02276693139504	7.01563456732593
"SCO6933"	7.16557274037214	7.01767715715828	6.85444588193158	6.81099077988861	7.06763529649136	7.06309240657306	6.70799883895297	6.80226115399413	6.91094168849784	6.70412851384864	6.72470566310595	6.73712247649639
"SCO6934"	7.0678817644745	6.87861651621777	6.85444588193158	7.05321224971545	6.95085841819577	6.80544574758053	6.65590303950917	6.85263595463039	6.96369122502048	6.70412851384864	6.63665453544692	6.66660403452482
"SCO6935"	7.1087583511124	6.96653061852154	6.92051616668132	6.89738943064414	7.03666737529591	6.96213036831563	6.85719036246612	6.62633444718962	6.82965213643272	6.74738461442605	6.84873481960919	6.66660403452482
"SCO6936"	7.08865603003219	7.04158467927721	7.03075735730579	7.15977565715959	7.08253986157967	7.00473940044296	6.94104872452247	6.89755137938437	6.99605215044953	6.98222266555937	6.87433225090131	6.9991701237375
"SCO6937"	7.0678817644745	6.9389604733001	6.88869554905993	6.77739844074747	7.06763529649136	6.89062782723829	7.13356390038183	6.67183616638916	6.80655898796906	6.81978028174295	6.79208491677736	6.66660403452482
"SCO6938"	7.2978163979945	7.08667031617381	7.05517514492212	7.10872138159431	7.15220185286957	6.86411972791247	6.98985492976254	7.17476074428968	7.12250138998818	6.95870781047618	7.05856297203294	6.81976019866291
"SCO6939"	6.89587744655309	6.99270804915769	6.92051616668132	6.99193976291012	6.93187212452107	7.04428703508115	6.58789936998159	6.82825327144993	6.78194460758801	6.74738461442605	6.79208491677736	6.73712247649639
"SCO6940"	7.02403530891431	6.84509779107363	6.92051616668132	6.87050390501296	6.84714610246029	6.80544574758053	6.70799883895297	6.80226115399413	6.89198537797285	6.81978028174295	6.92147671453253	6.81976019866291
"SCO6941"	7.52221337551036	7.58843984487125	7.3581175183703	7.10872138159431	7.28439306962103	7.08132680585719	7.69809554138657	7.95022714397685	7.80751469472862	6.90810560035889	7.02276693139504	7.19677886368796
"SCO6942"	6.92426022860488	6.99270804915769	7.10121800616702	7.09076659755313	6.84714610246029	7.04428703508115	7.18638960708241	7.13420987978605	7.09658863280565	6.78543433850639	6.92147671453253	6.86619669784249
"SCO6943"	7.14717010721239	7.38293002689539	7.20374475895492	7.14319208786569	7.2506462641615	7.35841946839211	7.26649265972775	7.22537977579127	7.27044582225735	7.02637796787665	7.05856297203294	6.9991701237375
"SCO6944"	7.23467086111833	7.43890172843042	7.34239310145613	7.32056353376205	7.55450288919648	7.39426697878891	7.26649265972775	6.91843382808647	7.10967641598504	6.93405982457864	7.00399189199242	6.84363838579784
"SCO6945"	6.79755257856385	6.72212013194534	6.67288883986645	6.89738943064414	7.003946464849	6.96213036831563	6.70799883895297	6.71014853269825	6.65847404796107	6.85131556775788	6.57426834626731	6.62205727786081
"SCO6946"	6.79755257856385	6.66745257911446	6.59993105397474	6.94689614885897	6.79740793457136	6.80544574758053	6.65590303950917	6.80226115399413	6.72665054770782	6.70412851384864	6.4234206960654	6.66660403452482
"SCO6947"	9.2694293176014	9.50226455001689	9.31298757408649	9.3664801588672	9.44541247525625	9.62177424522079	8.55680947900194	8.43441532539333	8.5353292964646	8.98902356109035	8.88444229977458	8.74798980580658
"SCO6948"	8.83730096637596	8.8523560311725	8.8219020381019	8.82152089648127	8.8201718429144	8.98946736813359	8.15712546538267	8.19814681184966	8.13401695717211	8.36493836169661	8.13799407931308	8.31278417497933
"SCO6949"	7.75883270956831	8.00075529135581	8.13896303257898	7.69966721492355	7.79567262189849	7.81136754479103	7.47886877997648	7.41895608222077	7.45373883422654	7.45337850118691	7.40541946079125	7.52128407251068
"SCO6950"	9.6934440826009	9.67497069781687	9.665730483711	9.6666990609763	9.81928077833554	9.78907840720919	8.39344111623346	8.34843314958782	8.51006784463909	8.94053527012542	8.87551789131973	8.94371874898693
